company_name,ticker,exchange,sector,industry,status,ipo_date,issue_price,price_band_low,price_band_high,listing_price,current_price,offer_size,market_cap_at_ipo,current_market_cap,gmp,subscription,ai_score,ai_rating,ai_confidence,source,country
BMW Group,BMWYY,OTC,Consumer Cyclical,Auto Manufacturers,listed,,,,,,,,,,,,49.2,Avoid,Low,ipo_data.json,
JK Tyre & Industries Ltd,JKTYRE,NSE,Consumer Cyclical,Auto Parts,listed,1995-01-01,,,,,,,,,,,49.2,Avoid,Low,expansion_db,IN
Manoj Jewellers,,BSE,,,listed,2025-05-12,,54.0,54.0,,40.0,,,49.0,,,49.1,Avoid,Low,ipo_data.json,
Tolins Tyres,,BSE,,,listed,2024-09-16,,226.0,226.0,,97.48,,,893.0,,,49.1,Avoid,Low,ipo_data.json,
E Factor Experie,,BSE,,,listed,2023-10-09,,75.0,75.0,,182.0,,,98.0,,,49.1,Avoid,Low,ipo_data.json,
Pramara Promotio,,BSE,,,listed,2023-09-13,,41.0,41.0,,150.2,,,57.0,,,49.1,Avoid,Low,ipo_data.json,
Cyient DLM,,BSE,,,listed,2023-07-10,,265.0,265.0,,453.4,,,2102.0,,,49.1,Avoid,Low,ipo_data.json,
Just Dial Ltd,JUSTDIAL,NSE,Technology,Internet Services,listed,2013-01-01,,,,,,,,,,,49.1,Avoid,Low,expansion_db,IN
Pansari Developers Ltd,PANSARIDV,NSE,Real Estate,Real Estate Development,listed,2024-01-01,,,,,,,,,,,49.1,Avoid,Low,expansion_db,IN
Sena Development Ltd,SENADEV,NSE,Real Estate,Real Estate Development,listed,2024-01-01,,,,,,,,,,,49.1,Avoid,Low,expansion_db,IN
Shree Ram Proteins Ltd,SHREERAMPR,NSE,Consumer Defensive,Food,listed,2024-01-01,,,,,,,,,,,49.1,Avoid,Low,expansion_db,IN
Defrail Technologies,,BSE,,,listed,2026-01-19,,74.0,74.0,,74.5,,,52.0,,,49.0,Avoid,Low,ipo_data.json,
Samay Project,,BSE,,,listed,2025-06-23,,34.0,34.0,,42.25,,,52.0,,,49.0,Avoid,Low,ipo_data.json,
Unified Data,,BSE,,,listed,2025-05-29,,273.0,273.0,,415.2,,,548.0,,,49.0,Avoid,Low,ipo_data.json,
Agarwal Toughene,,BSE,,,listed,2024-12-05,,108.0,108.0,,117.8,,,191.0,,,49.0,Avoid,Low,ipo_data.json,
Gujarat Mineral Dev Corp,GMDCLTD,NSE,Basic Materials,Mining,listed,1995-01-01,,,,,,,,,,,49.0,Avoid,Low,expansion_db,IN
Info Edge India Ltd,NAUKRI,NSE,Technology,Internet Services,listed,2006-01-01,,,,,,,,,,,49.0,Avoid,Low,expansion_db,IN
Oil & Natural Gas Corp,ONGC,NSE,Energy,Oil & Gas,listed,1993-01-01,,,,,,,,,,,49.0,Avoid,Low,expansion_db,IN
Zscaler Inc.,ZS,NASDAQ,Technology,Cybersecurity,listed,2018-01-01,,,,,,,,,,,49.0,Avoid,Low,expansion_db,US
Waste Connections Inc.,WCN,TSX,Industrials,Waste Management,listed,2003-01-01,,,,,,,,,,,49.0,Avoid,Low,expansion_db,CA
Groupon Inc.,GRPN,NASDAQ,Technology,Internet Services,listed,2011-01-01,,,,,,,,,,,49.0,Avoid,Low,expansion_db,US
Esab India Ltd,ESABINDIA,NSE,Industrials,Industrial Equipment,listed,2003-01-01,,,,,,,,,,,49.0,Avoid,Low,expansion_db,IN
Highway Infra,,BSE,,,listed,2025-08-12,,70.0,70.0,,47.28,,,502.0,,,48.9,Avoid,Low,ipo_data.json,
Influx Health.,,BSE,,,listed,2025-06-25,,96.0,96.0,,239.0,,,222.0,,,48.9,Avoid,Low,ipo_data.json,
Leela Palaces Hotels,,BSE,,,listed,2025-06-02,,435.0,435.0,,419.35,,,14527.0,,,48.9,Avoid,Low,ipo_data.json,
Macobs Technolo.,,BSE,,,listed,2024-07-24,,75.0,75.0,,214.5,,,73.0,,,48.9,Avoid,Low,ipo_data.json,
Royal Sense,,BSE,,,listed,2024-03-19,,62.0,62.0,,110.05,,,33.0,,,48.9,Avoid,Low,ipo_data.json,
VIDA Global,VIDA,NASDAQ,,,open,2026-05-14,,,,,,$15M,,,,,48.9,Avoid,Low,ipos.json,USA
Bajaj Housing Finance,BAJAJHOUSING,NSE,,,upcoming,2026-06-25,,60,66,,,"₹5,000 Cr",,,,,48.9,Avoid,Low,ipos.json,India
CESC Ltd,CESC,NSE,Utilities,Electric Utilities,listed,1989-01-01,,,,,,,,,,,48.9,Avoid,Low,expansion_db,IN
Canadian Pacific Kansas City,CP,TSX,Industrials,Railroads,listed,1995-01-01,,,,,,,,,,,48.9,Avoid,Low,expansion_db,CA
Goldline Pharmaceutical,,BSE,,,listed,2026-05-19,,43.0,43.0,,45.25,,,41.0,,,48.8,Avoid,Low,ipo_data.json,
Flywings Simula.,,BSE,,,listed,2025-12-12,,191.0,191.0,,170.0,,,194.0,,,48.8,Avoid,Low,ipo_data.json,
Suntech Infra.,,BSE,,,listed,2025-07-02,,86.0,86.0,,36.95,,,167.0,,,48.8,Avoid,Low,ipo_data.json,
SRF Ltd,SRF,NSE,Basic Materials,Chemicals,listed,2000-01-01,,,,,,,,,,,48.8,Avoid,Low,expansion_db,IN
RFBL Flexi Pack,,BSE,,,listed,2026-05-19,,50.0,50.0,,70.25,,,117.0,,,48.7,Avoid,Low,ipo_data.json,
Smartworks Cowor,,BSE,,,listed,2025-07-17,,407.0,407.0,,453.1,,,4645.0,,,48.7,Avoid,Low,ipo_data.json,
Picturepost Stu.,,BSE,,,listed,2024-08-09,,24.0,24.0,,6.05,,,70.0,,,48.7,Avoid,Low,ipo_data.json,
Apeejay Surrend.,,BSE,,,listed,2024-02-12,,155.0,155.0,,114.2,,,3307.0,,,48.7,Avoid,Low,ipo_data.json,
Macrotech Developers Ltd,LODHA,NSE,Real Estate,Real Estate Development,listed,2021-01-01,,,,,,,,,,,48.7,Avoid,Low,expansion_db,IN
SJVN Ltd,SJVN,NSE,Utilities,Electric Utilities,listed,2010-01-01,,,,,,,,,,,48.7,Avoid,Low,expansion_db,IN
Gujarat Narmada Valley Fert.,GNFC,NSE,Basic Materials,Fertilizers,listed,1995-01-01,,,,,,,,,,,48.7,Avoid,Low,expansion_db,IN
Harshdeep Hortico Ltd,HARSHHORT,NSE,Consumer Defensive,Food,listed,2024-01-01,,,,,,,,,,,48.7,Avoid,Low,expansion_db,IN
Kalyani Cast Tech Ltd,KALYANCAST,NSE,Industrials,Industrial Equipment,listed,2024-01-01,,,,,,,,,,,48.7,Avoid,Low,expansion_db,IN
Sarveshwar Foods Ltd,SARVFOODS,NSE,Consumer Defensive,Food,listed,2024-01-01,,,,,,,,,,,48.7,Avoid,Low,expansion_db,IN
Malpani Pipes,,BSE,,,listed,2025-02-04,,90.0,90.0,,59.5,,,97.0,,,48.6,Avoid,Low,ipo_data.json,
Z-Tech (India),,BSE,,,listed,2024-06-05,,97.0,97.0,,603.0,,,141.0,,,48.6,Avoid,Low,ipo_data.json,
Baweja Studios L,,BSE,,,listed,2024-02-06,,180.0,180.0,,31.25,,,332.0,,,48.6,Avoid,Low,ipo_data.json,
Liotech Ind.,,BSE,,,upcoming,8th jun,,,,,,₹132 Cr (M.Cap),,132.0,,,48.6,Avoid,Low,ipo_data.json,India
Jubilant Ingrevia Ltd,JUBLINGREA,NSE,Basic Materials,Chemicals,listed,2021-01-01,,,,,,,,,,,48.6,Avoid,Low,expansion_db,IN
Studds Accessor.,,BSE,,,listed,2025-11-07,,585.0,585.0,,454.85,,,2302.0,,,48.5,Avoid,Low,ipo_data.json,
Innomet Advanced,,BSE,,,listed,2024-09-18,,100.0,100.0,,90.0,,,129.0,,,48.5,Avoid,Low,ipo_data.json,
City Crops Agro,,BSE,,,listed,2023-10-10,,25.0,25.0,,21.92,,,41.0,,,48.5,Avoid,Low,ipo_data.json,
DigiTeach Edtech,DIGITEACH,NSE,,,upcoming,2026-08-22,,45,50,,,₹50 Cr,,,,,48.5,Avoid,Low,ipos.json,India
JSW Holdings Ltd,JSWHL,NSE,Financial,Financial Services,listed,2006-01-01,,,,,,,,,,,48.5,Avoid,Low,expansion_db,IN
Acetech E-Commerce,,BSE,,,listed,2026-03-09,,112.0,112.0,,132.0,,,184.0,,,48.4,Avoid,Low,ipo_data.json,
B.A.G. Converge.,,BSE,,,listed,2025-10-08,,87.0,87.0,,108.6,,,185.0,,,48.4,Avoid,Low,ipo_data.json,
Fabtech Techn.,,BSE,,,listed,2025-01-10,,85.0,85.0,,387.0,,,105.0,,,48.4,Avoid,Low,ipo_data.json,
Davin Sons Reta,,BSE,,,listed,2025-01-09,,44.0,44.0,,38.03,,,29.0,,,48.4,Avoid,Low,ipo_data.json,
Teamtech Formwork Solutions,TEAMTECH,NSE,,,listed,2026-05-26,,61,63,,,,,,,,48.4,Avoid,Low,ipos.json,India
Edelweiss Financial Services,EDELWEISS,NSE,Financial,Financial Services,listed,2007-01-01,,,,,,,,,,,48.4,Avoid,Low,expansion_db,IN
Libas Consumer Products,LIBAS,NSE,Consumer Cyclical,Apparel,listed,2024-01-01,,,,,,,,,,,48.4,Avoid,Low,expansion_db,IN
Hexaware Technologies Ltd,HEXAWARE,NSE,Technology,Software,listed,2024-01-01,,,,,,,,,,,48.4,Avoid,Low,expansion_db,IN
Exim Routes,,BSE,,,listed,2025-12-19,,88.0,88.0,,111.1,,,165.0,,,48.3,Avoid,Low,ipo_data.json,
Methodhub Software,,BSE,,,listed,2025-12-12,,194.0,194.0,,88.1,,,366.0,,,48.3,Avoid,Low,ipo_data.json,
Smarten Power,,BSE,,,listed,2025-07-14,,100.0,100.0,,44.95,,,190.0,,,48.3,Avoid,Low,ipo_data.json,
Sanstar,,BSE,,,listed,2024-07-26,,95.0,95.0,,117.96,,,1731.0,,,48.3,Avoid,Low,ipo_data.json,
M K Proteins,,BSE,,,listed,2023-06-13,,8.0,8.0,,4.93,,,297.0,,,48.3,Avoid,Low,ipo_data.json,
KUKU (Mebigo Labs),KUKU,NSE,,,upcoming,–,,,,,,,,,,,48.3,Avoid,Low,ipos.json,India
Angel One Ltd,ANGELONE,NSE,Financial,Brokerage,listed,2020-01-01,,,,,,,,,,,48.3,Avoid,Low,expansion_db,IN
Aakaar Medical,,BSE,,,listed,2025-06-27,,72.0,72.0,,70.8,,,102.0,,,48.2,Avoid,Low,ipo_data.json,
Plada Infotech S,,BSE,,,listed,2023-10-13,,48.0,48.0,,12.05,,,41.0,,,48.2,Avoid,Low,ipo_data.json,
Kotak Mahindra Bank Ltd,KOTAKBANK,NSE,Financial,Banks,listed,2003-01-01,,,,,,,,,,,48.2,Avoid,Low,expansion_db,IN
Bosch Ltd,BOSCHLTD,NSE,Consumer Cyclical,Auto Parts,listed,1996-01-01,,,,,,,,,,,48.2,Avoid,Low,expansion_db,IN
Heritage Foods Ltd,HERITGFOOD,NSE,Consumer Defensive,Food,listed,2003-01-01,,,,,,,,,,,48.2,Avoid,Low,expansion_db,IN
P N Gadgil Jewe.,,BSE,,,listed,2024-09-17,,480.0,480.0,,572.35,,,6514.0,,,48.1,Avoid,Low,ipo_data.json,
Organic Recyclin,,BSE,,,listed,2023-10-06,,148.0,148.0,,234.85,,,154.0,,,48.1,Avoid,Low,ipo_data.json,
Samhi Hotels,,BSE,,,listed,2023-09-22,,125.0,125.0,,162.05,,,2773.0,,,48.1,Avoid,Low,ipo_data.json,
Comrade Applian.,,BSE,,,listed,2023-06-13,,52.0,52.0,,35.0,,,41.0,,,48.1,Avoid,Low,ipo_data.json,
Piramal Enterprises Ltd,PEL,NSE,Financial,Financial Services,listed,1995-01-01,,,,,,,,,,,48.1,Avoid,Low,expansion_db,IN
Greenway GreenEnergy Ltd,GREENWAY,NSE,Utilities,Renewable Energy,listed,2024-01-01,,,,,,,,,,,48.1,Avoid,Low,expansion_db,IN
Intercontinental Exchange,ICE,NYSE,Financial,Financial Services,listed,2005-01-01,,,,,,,,,,,48.1,Avoid,Low,expansion_db,US
BlackRock Inc.,BLK,NYSE,Financial,Asset Management,listed,1999-01-01,,,,,,,,,,,48.1,Avoid,Low,expansion_db,US
RaajMarg Infra,,BSE,,,listed,2026-03-24,,,,,110.97,,,,,,48.0,Avoid,Low,ipo_data.json,
Gallard Steel,,BSE,,,listed,2025-11-26,,150.0,150.0,,153.0,,,142.0,,,48.0,Avoid,Low,ipo_data.json,
Swastika Castal,,BSE,,,listed,2025-07-28,,65.0,65.0,,44.5,,,53.0,,,48.0,Avoid,Low,ipo_data.json,
Arisinfra Solu.,,BSE,,,listed,2025-06-25,,220.0,220.0,,113.89,,,1799.0,,,48.0,Avoid,Low,ipo_data.json,
Patil Automation,,BSE,,,listed,2025-06-23,,120.0,120.0,,190.0,,,262.0,,,48.0,Avoid,Low,ipo_data.json,
Integrity Infra.,,BSE,,,listed,2025-05-20,,100.0,100.0,,172.0,,,43.0,,,48.0,Avoid,Low,ipo_data.json,
Aesthetik Engi.,,BSE,,,listed,2024-08-16,,58.0,58.0,,75.0,,,100.0,,,48.0,Avoid,Low,ipo_data.json,
Capital Small,,BSE,,,listed,2024-02-14,,464.0,464.0,,269.4,,,2109.0,,,48.0,Avoid,Low,ipo_data.json,
Kontor Space,,BSE,,,listed,2023-10-10,,93.0,93.0,,65.55,,,57.0,,,48.0,Avoid,Low,ipo_data.json,
Mamaearth (Honasa),MAMAEARTH,NSE,,,upcoming,2026-06-20,,280,310,,,"₹2,000 Cr",,,,,48.0,Avoid,Low,ipos.json,India
Chime,CHIME,NASDAQ,,,upcoming,2026-08-22,,30.00,35.00,,,$4.0B,,,,,48.0,Avoid,Low,ipos.json,USA
IDFC First Bank Ltd,IDFCFIRSTB,NSE,Financial,Banks,listed,2015-01-01,,,,,,,,,,,48.0,Avoid,Low,expansion_db,IN
J.K. Paper Ltd,JKPAPER,NSE,Basic Materials,Paper,listed,1995-01-01,,,,,,,,,,,48.0,Avoid,Low,expansion_db,IN
Apeejay Surrendra Park Hotels,PARKHOTELS,NSE,Consumer Cyclical,Hotels,listed,2024-01-01,,,,,,,,,,,48.0,Avoid,Low,expansion_db,IN
Logisticus Infra Ltd,LOGISTICUS,NSE,Industrials,Infrastructure,listed,2024-01-01,,,,,,,,,,,48.0,Avoid,Low,expansion_db,IN
Sambhv Steel,,BSE,,,listed,2025-07-02,,82.0,82.0,,105.71,,,2416.0,,,47.9,Avoid,Low,ipo_data.json,
Indobell Insul.,,BSE,,,listed,2025-01-13,,46.0,46.0,,48.87,,,29.0,,,47.9,Avoid,Low,ipo_data.json,
VVIP Infratech,,BSE,,,listed,2024-07-30,,93.0,93.0,,125.65,,,232.0,,,47.9,Avoid,Low,ipo_data.json,
XPeng Inc.,XPEV,NYSE,Consumer Cyclical,Auto Manufacturers,listed,2020-01-01,,,,,,,,,,,47.9,Avoid,Low,expansion_db,CN
RPSG Ventures Ltd,RPSGVENT,NSE,Consumer Cyclical,Retail,listed,2021-01-01,,,,,,,,,,,47.9,Avoid,Low,expansion_db,IN
Vaibhav Global Ltd,VAIBHAVGBL,NSE,Consumer Cyclical,Retail,listed,2006-01-01,,,,,,,,,,,47.9,Avoid,Low,expansion_db,IN
Selinah International Ltd,SELINAH,NSE,Consumer Cyclical,Apparel,listed,2024-01-01,,,,,,,,,,,47.9,Avoid,Low,expansion_db,IN
Skyways Air Ser.,,BSE,,,listed,2026-03-25,,,,,,,,,,,47.8,Avoid,Low,ipo_data.json,
BMW Ventures,,BSE,,,listed,2025-10-01,,99.0,99.0,,61.79,,,858.0,,,47.8,Avoid,Low,ipo_data.json,
Connplex Cinemas,,BSE,,,listed,2025-08-14,,177.0,177.0,,226.7,,,338.0,,,47.8,Avoid,Low,ipo_data.json,
Amkay Products,,BSE,,,listed,2024-05-08,,55.0,55.0,,56.85,,,48.0,,,47.8,Avoid,Low,ipo_data.json,
Sonalis Consumer,,BSE,,,listed,2023-06-19,,13.0,13.0,,54.0,,,5.99,,,47.8,Avoid,Low,ipo_data.json,
Avenue Supermarts (D-Mart),DMART,NSE,Consumer Defensive,Discount Stores,listed,2017-01-01,,,,,,,,,,,47.8,Avoid,Low,expansion_db,IN
Century Textiles & Inds Ltd,CENTURYTEX,NSE,Consumer Cyclical,Textiles,listed,1995-01-01,,,,,,,,,,,47.8,Avoid,Low,expansion_db,IN
Metropolis Healthcare Ltd,METROPOLIS,NSE,Healthcare,Diagnostics,listed,2019-01-01,,,,,,,,,,,47.8,Avoid,Low,expansion_db,IN
Vinati Organics Ltd,VINATIORGA,NSE,Basic Materials,Chemicals,listed,2007-01-01,,,,,,,,,,,47.8,Avoid,Low,expansion_db,IN
Square Inc. (Block),SQ,NYSE,Technology,Fintech,listed,2015-01-01,,,,,,,,,,,47.8,Avoid,Low,expansion_db,US
LinkedIn Corp,LNKD,NYSE,Technology,Internet Services,listed,2011-01-01,,,,,,,,,,,47.8,Avoid,Low,expansion_db,US
Nureca Ltd,NURECA,NSE,Healthcare,Medical Devices,listed,2021-01-01,,,,,,,,,,,47.8,Avoid,Low,expansion_db,IN
Retaggio Indust.,,BSE,,,listed,2025-04-07,,20.0,20.0,,64.5,,,39.0,,,47.7,Avoid,Low,ipo_data.json,
Royal Arc Ele.,,BSE,,,listed,2025-02-24,,120.0,120.0,,150.0,,,133.0,,,47.7,Avoid,Low,ipo_data.json,
Indifra Ltd,,BSE,,,listed,2023-12-29,,65.0,65.0,,13.9,,,47.0,,,47.7,Avoid,Low,ipo_data.json,
Adobe Inc.,ADBE,NASDAQ,Technology,Software,listed,,,,,,,,,,,,47.7,Avoid,Low,ipo_data.json,
NFP Sampoorna,,BSE,,,listed,2026-05-25,,55.0,55.0,,36.3,,,69.0,,,47.6,Avoid,Low,ipo_data.json,
Encompass Design,,BSE,,,listed,2025-12-12,,107.0,107.0,,221.1,,,152.0,,,47.6,Avoid,Low,ipo_data.json,
Kalyani Cast-Tec,,BSE,,,listed,2023-11-17,,139.0,139.0,,579.55,,,100.0,,,47.6,Avoid,Low,ipo_data.json,
Sellowrap Indus.,,BSE,,,listed,2025-08-01,,83.0,83.0,,71.0,,,114.0,,,47.5,Avoid,Low,ipo_data.json,
P S Raj Steels,,BSE,,,listed,2025-02-19,,140.0,140.0,,400.0,,,106.0,,,47.5,Avoid,Low,ipo_data.json,
Hexaware Tech.,,BSE,,,listed,2025-02-19,,704.0,704.0,,526.0,,,43025.0,,,47.5,Avoid,Low,ipo_data.json,
GSM Foils,,BSE,,,listed,2024-05-31,,29.0,29.0,,207.6,,,41.0,,,47.5,Avoid,Low,ipo_data.json,
Alpex Solar,,BSE,,,listed,2024-02-15,,110.0,110.0,,1000.45,,,281.0,,,47.5,Avoid,Low,ipo_data.json,
Khazanchi Jewell,,BSE,,,listed,2023-08-07,,140.0,140.0,,629.95,,,346.0,,,47.5,Avoid,Low,ipo_data.json,
Chevron Corporation,CVX,NYSE,Energy,Oil & Gas,listed,,,,,,,,,,,,47.5,Avoid,Low,ipo_data.json,
Aeon Acquisition I Corp.,AESPU,NASDAQ,,,upcoming,2026-06-03,,10.00,10.00,,,$125.0M,,,,,47.5,Avoid,Low,ipos.json,USA
Innoviti,INNOVITI,NSE,,,upcoming,–,,,,,,,,,,,47.5,Avoid,Low,ipos.json,India
Computer Age Mgmt Services,CAMS,NSE,Financial,Financial Services,listed,2020-01-01,,,,,,,,,,,47.5,Avoid,Low,expansion_db,IN
Optivalue Tek,,BSE,,,listed,2025-09-10,,84.0,84.0,,79.6,,,197.0,,,47.4,Avoid,Low,ipo_data.json,
Savy Infra,,BSE,,,listed,2025-07-28,,120.0,120.0,,141.0,,,250.0,,,47.4,Avoid,Low,ipo_data.json,
Positron Energy,,BSE,,,listed,2024-08-20,,250.0,250.0,,194.0,,,190.0,,,47.4,Avoid,Low,ipo_data.json,
Le Travenues,,BSE,,,listed,2024-06-18,,82.0,82.0,,155.55,,,3603.0,,,47.4,Avoid,Low,ipo_data.json,
Supreme Power,,BSE,,,listed,2023-12-29,,65.0,65.0,,245.2,,,162.0,,,47.4,Avoid,Low,ipo_data.json,
Spotify Technology S.A.,SPOT,NYSE,Communication,Entertainment,listed,,,,,,,,,,,,47.4,Avoid,Low,ipo_data.json,
GMR Airports Ltd,GMRINFRA,NSE,Industrials,Infrastructure,listed,2006-01-01,,,,,,,,,,,47.4,Avoid,Low,expansion_db,IN
Zynga Inc.,ZNGA,NASDAQ,Communication,Entertainment,listed,2011-01-01,,,,,,,,,,,47.4,Avoid,Low,expansion_db,US
Shree Maruti Integ Chem,SHREEMARUT,NSE,Basic Materials,Chemicals,listed,2024-01-01,,,,,,,,,,,47.4,Avoid,Low,expansion_db,IN
Striders Impex,,BSE,,,listed,2026-03-06,,72.0,72.0,,67.05,,,134.0,,,47.3,Avoid,Low,ipo_data.json,
All Time Plastic,,BSE,,,listed,2025-08-14,,275.0,275.0,,224.87,,,1801.0,,,47.3,Avoid,Low,ipo_data.json,
Brigade Hotel,,BSE,,,listed,2025-07-31,,90.0,90.0,,62.34,,,3418.0,,,47.3,Avoid,Low,ipo_data.json,
L.K.Mehta Poly.,,BSE,,,listed,2025-02-21,,71.0,71.0,,43.0,,,27.0,,,47.3,Avoid,Low,ipo_data.json,
Italian Edibles,,BSE,,,listed,2024-02-12,,68.0,68.0,,37.25,,,100.0,,,47.3,Avoid,Low,ipo_data.json,
Advanced Micro Devices,AMD,NASDAQ,Technology,Semiconductors,listed,,,,,,,,,,,,47.3,Avoid,Low,ipo_data.json,
Lincoln International,LCLN,NASDAQ,,,open,2026-05-19,,,,,,$421M,,,,,47.3,Avoid,Low,ipos.json,USA
NIO Inc.,NIO,NYSE,Consumer Cyclical,Auto Manufacturers,listed,2018-01-01,,,,,,,,,,,47.3,Avoid,Low,expansion_db,CN
Gujarat Fluorochemicals Ltd,GUJFLUORO,NSE,Basic Materials,Chemicals,listed,2015-01-01,,,,,,,,,,,47.3,Avoid,Low,expansion_db,IN
Zillow Group Inc.,ZG,NASDAQ,Real Estate,Real Estate Services,listed,2011-01-01,,,,,,,,,,,47.3,Avoid,Low,expansion_db,US
Efactor Experience Solutions,EFACTOR,NSE,Communication,Media,listed,2024-01-01,,,,,,,,,,,47.3,Avoid,Low,expansion_db,IN
Karnavati Finvest Ltd,KARNAVATIF,NSE,Financial,Financial Services,listed,2024-01-01,,,,,,,,,,,47.3,Avoid,Low,expansion_db,IN
Dhanlaxmi Crop,,BSE,,,listed,2024-12-16,,55.0,55.0,,28.7,,,90.0,,,47.2,Avoid,Low,ipo_data.json,
Sahaj Solar,,BSE,,,listed,2024-07-19,,90.0,90.0,,138.7,,,198.0,,,47.2,Avoid,Low,ipo_data.json,
Arrowhead Sepera,,BSE,,,listed,2023-11-28,,233.0,233.0,,70.0,,,44.0,,,47.2,Avoid,Low,ipo_data.json,
Synoptics Techno,,BSE,,,listed,2023-07-13,,237.0,237.0,,55.9,,,201.0,,,47.2,Avoid,Low,ipo_data.json,
Global Pet Indus,,BSE,,,listed,2023-07-10,,41.0,41.0,,158.05,,,48.0,,,47.2,Avoid,Low,ipo_data.json,
Milky Mist,MILKYMIST,NSE,,,upcoming,–,,,,,,,,,,,47.2,Avoid,Low,ipos.json,India
Industrial & Comm Bank China,1398,HKEX,Financial,Banks,listed,2006-01-01,,,,,,,,,,,47.2,Avoid,Low,expansion_db,CN
Om Freight Forwa,,BSE,,,listed,2025-10-08,,135.0,135.0,,82.17,,,455.0,,,47.1,Avoid,Low,ipo_data.json,
Jain Resource,,BSE,,,listed,2025-10-01,,232.0,232.0,,344.0,,,8006.0,,,47.1,Avoid,Low,ipo_data.json,
Aegis Vopak Term,,BSE,,,listed,2025-06-02,,235.0,235.0,,190.19,,,26038.0,,,47.1,Avoid,Low,ipo_data.json,
Iware Supplych.,,BSE,,,listed,2025-05-06,,95.0,95.0,,339.0,,,102.0,,,47.1,Avoid,Low,ipo_data.json,
Jana Small Finan,,BSE,,,listed,2024-02-14,,411.0,411.0,,477.55,,,4330.0,,,47.1,Avoid,Low,ipo_data.json,
Indian Renewable,,BSE,,,listed,2023-11-29,,31.0,31.0,,123.43,,,8601.0,,,47.1,Avoid,Low,ipo_data.json,
Havells India Ltd,HAVELLS,NSE,Industrials,Electrical Equipment,listed,2000-01-01,,,,,,,,,,,47.1,Avoid,Low,expansion_db,IN
Anthem Bioscienc,,BSE,,,listed,2025-07-21,,568.0,568.0,,761.5,,,32012.0,,,47.0,Avoid,Low,ipo_data.json,
GLEN Industries,,BSE,,,listed,2025-07-15,,97.0,97.0,,69.65,,,233.0,,,47.0,Avoid,Low,ipo_data.json,
Rishabh Instrum.,,BSE,,,listed,2023-09-11,,436.0,436.0,,512.45,,,1685.0,,,47.0,Avoid,Low,ipo_data.json,
Adidas AG,ADDYY,OTC,Consumer Cyclical,Apparel,listed,,,,,,,,,,,,47.0,Avoid,Low,ipo_data.json,
Palantir Technologies Inc.,PLTR,NASDAQ,Technology,Software,listed,,,,,,,,,,,,47.0,Avoid,Low,ipo_data.json,
Castrol India Ltd,CASTROLIND,NSE,Energy,Oil & Gas,listed,1995-01-01,,,,,,,,,,,47.0,Avoid,Low,expansion_db,IN
Alibaba Health Info. Tech.,0241,HKEX,Healthcare,Healthcare Services,listed,2014-01-01,,,,,,,,,,,47.0,Avoid,Low,expansion_db,CN
Shree Tirupati Balajee,TIRUPATIBJ,NSE,Industrials,Infrastructure,listed,2024-01-01,,,,,,,,,,,47.0,Avoid,Low,expansion_db,IN
Speciality Medi.,,BSE,,,listed,2026-03-30,,124.0,124.0,,216.05,,,109.0,,,46.9,Avoid,Low,ipo_data.json,
Srinibas Pradhan,,BSE,,,listed,2026-03-13,,98.0,98.0,,140.0,,,77.0,,,46.9,Avoid,Low,ipo_data.json,
Monika Alcobev,,BSE,,,listed,2025-07-23,,286.0,286.0,,230.65,,,613.0,,,46.9,Avoid,Low,ipo_data.json,
Nisus Finance,,BSE,,,listed,2024-12-11,,180.0,180.0,,210.05,,,430.0,,,46.9,Avoid,Low,ipo_data.json,
Garuda Cons,,BSE,,,listed,2024-10-15,,95.0,95.0,,167.23,,,884.0,,,46.9,Avoid,Low,ipo_data.json,
Khyati Global,,BSE,,,listed,2024-10-11,,99.0,99.0,,57.59,,,69.0,,,46.9,Avoid,Low,ipo_data.json,
InterGlobe Aviation (IndiGo),INDIGO,NSE,Industrials,Airlines,listed,2015-01-01,,,,,,,,,,,46.9,Avoid,Low,expansion_db,IN
City Union Bank Ltd,CUB,NSE,Financial,Banks,listed,1998-01-01,,,,,,,,,,,46.9,Avoid,Low,expansion_db,IN
GlaxoSmithKline Pharma Ltd,GLAXO,NSE,Healthcare,Pharmaceuticals,listed,1995-01-01,,,,,,,,,,,46.9,Avoid,Low,expansion_db,IN
Toast Inc.,TOST,NYSE,Technology,Software,listed,2021-01-01,,,,,,,,,,,46.9,Avoid,Low,expansion_db,US
Effwa Infra,,BSE,,,listed,2024-07-12,,82.0,82.0,,322.85,,,190.0,,,46.8,Avoid,Low,ipo_data.json,
Tridhya Tech,,BSE,,,listed,2023-07-13,,42.0,42.0,,8.9,,,98.0,,,46.8,Avoid,Low,ipo_data.json,
Siemens Healthineers AG,SHL,XETRA,Healthcare,Medical Devices,listed,2017-01-01,,,,,,,,,,,46.8,Avoid,Low,expansion_db,DE
Novus Loyalty,,BSE,,,listed,2026-03-25,,146.0,146.0,,144.0,,,227.0,,,46.7,Avoid,Low,ipo_data.json,
Kay Cee,,BSE,,,listed,2024-01-05,,48.0,48.0,,93.4,,,59.0,,,46.7,Avoid,Low,ipo_data.json,
Haidilao International,6862,HKEX,Consumer Cyclical,Restaurants,listed,2018-01-01,,,,,,,,,,,46.7,Avoid,Low,expansion_db,CN
